Unnamed: 0,size,FunCalls,TExeStmt,TNoItr,ExeCond,mem,time
626,0.000871412,0.0125675,0.000573234,0.001462123,0.01261123,0.1110707,0.001080543
1290,1.57E-06,0.0273434,0.001051411,0.001486123,0.1742123,0.34006043,0.00724543
3150,1.57E-06,0.0604543,0.00229323,0.00135023,0.35034234,0.4102,0.00632454
3372,0.464937426,0.711234534,0.7105123,0.71000234,0.08904353,0.53034,0.503765
3369,0.324099397,0.530232,0.495323,0.4950234,0.105656,0.4911123,0.347654
494,0.095827097,0.01000435,0.000871232,0.00167655,0,0.073433,0.00077356
