Unnamed: 0,size,FunCalls,TExeStmt,TNoItr,ExeCond,mem,time,Cluster
626,0.0008714118910108222,0.013728004244407113,0.0005747735063726389,0.0014685831477408498,0.01262825572217837,0.11107071144873444,0.04179104477611941,0
1290,1.5672875737604729e-06,0.028660801131841895,0.0010514317558434905,0.0014868381461482585,0.17442778216258878,0.34006773118173633,0.007691469659004253,0
3150,1.5672875737604729e-06,0.06985586700857724,0.0022940642405510497,0.001352128847555656,0.35122336227308604,0.4101208708924467,0.0064712931691905465,0
3372,0.4649374260436176,0.7316738880537625,0.7105475899303154,0.7102761792414231,0.08918705603788478,0.5301262828860702,0.5388604423139776,-1
3369,0.3240993973779279,0.532297285347953,0.4957833521422026,0.4953197960979627,0.10576164167324388,0.4913002039733057,0.34875258742782433,-1
494,0.09582709683486276,0.010964718365903264,0.0008734600503819133,0.0016731650264445687,0.0,0.07372198170519563,0.35657479028216577,-1
