Unnamed: 0,size,FunCalls,TExeStmt,TNoItr,ExeCond,mem,time
626,0.000871412,0.01012345,0.000549568,0.00146857,0.012628256,0.111070705,0.128754346
1290,1.57E-06,0.02234512,0.001019234,0.001486203,0.174427782,0.340067454,0.02045674
3150,1.57E-06,0.060594345,0.0005310077,0.001552012,0.351223362,0.41012334,0.01123675
3372,0.464937426,0.6787656,0.695453432,0.710276153,0.089187056,0.5386543,0.9323675
3369,0.324099397,0.501234,0.48943434,0.49512343,0.105761642,0.4994343,0.9123565
494,0.095827097,0.009345432,0.000872342,0.001672343,0,0.073720045,0.348752587
