,size,FunCalls,TExeStmt,TNoItr,ExeCond,mem,time,Cluster
0,0.0,7.737200459810752e-05,0.0005915853902799598,0.0016731650264445687,0.0,0.0,0.004030940189563133,0
1,1.0971013016323303e-05,0.000707401184896983,0.0012360179730063203,0.0024146956514075864,0.0055248618784530384,0.005752224059644446,0.008475868831027349,0
2,8.306624140930499e-05,8.842514811212288e-05,0.0005299877500621331,0.0016731650264445687,0.0,0.010798114362819338,0.008693757489922647,0
3,0.0007617017608475891,0.009549915996109295,0.01107090115762912,0.012756466990556502,0.011049723756906077,0.012780486727736805,0.01050223335875368,0
4,4.5451339639053666e-05,0.0001326377221681843,0.0005313657733332228,0.0016731650264445687,0.0,0.012752943229404377,0.010153611504521189,0
5,4.5451339639053666e-05,0.0,0.0001468972806984506,0.0014685831477408498,0.01262825572217837,0.015601404171269432,0.015339361586229443,0
6,0.00043570594550541104,0.00017685029622424575,0.0005327437966043194,0.0016731650264445687,0.0,0.019406887737065132,0.011090532737770997,0
7,4.5451339639053666e-05,0.00019895658325227647,0.0005334328082398643,0.0016731650264445687,0.0,0.01923744965752606,0.010044667175073546,0
8,4.0749476917772254e-05,6.631886108409216e-05,0.00014896431560508516,0.0014685831477408498,0.01262825572217837,0.021431967711323604,0.009652467589061998,0
9,0.0014105588163844242,0.03259572022283137,0.03695479456670228,0.0400476896096326,0.01815311760063141,0.02403847370826444,0.016254493953589723,0
10,4.701862721281415e-06,0.0001105314351401536,0.00015034233887618181,0.0014685831477408498,0.01262825572217837,0.022488038070533903,0.010088244906852603,0
11,8.463352898306545e-05,0.0013153240781678295,0.0015251272552814985,0.002938425260889107,0.022888713496448304,0.02255531458279866,0.00921669027127138,0
12,0.0001316521561958796,0.0016027058095322289,0.0019502474344135004,0.003156226276370605,0.0260457774269929,0.02252048015890969,0.010175400370410717,0
13,0.0008714118910108221,0.00017685029622424575,0.00015240937378281638,0.0014685831477408498,0.01262825572217837,0.022845344069994455,0.011809565312125507,0
14,0.0008714118910108221,0.00019895658325227647,0.00015309838541836818,0.0014685831477408498,0.01262825572217837,0.022375547692389277,0.01013182263863166,0
15,0.0008714118910108221,0.0002210628702803072,0.00015378739705391303,0.0014685831477408498,0.01262825572217837,0.02365115593028608,0.016080183026473467,0
16,0.0008714118910108221,0.0002431691573083379,0.0001544764086894579,0.0014685831477408498,0.01262825572217837,0.022630464282524156,0.012354286959363768,0
17,0.0008714118910108221,0.0002652754443363686,0.00015516542032500275,0.0014685831477408498,0.01262825572217837,0.02458895126866326,0.0030722300904237956,0
18,0.0008714118910108221,0.00028738173136439935,0.0001558544319605476,0.0014685831477408498,0.01262825572217837,0.023596549933284233,0.010981588408323355,0
19,0.0008714118910108221,0.00030948801839243006,0.0001565434435960994,0.0014685831477408498,0.01262825572217837,0.02363606776394969,0.011025166140102412,0
20,0.0008714118910108221,0.0003315943054204608,0.00015723245523164425,0.0014685831477408498,0.01262825572217837,0.023134955847432328,0.017779714565856843,0
21,0.0008714118910108221,0.0003537005924484915,0.0001579214668671891,0.0014685831477408498,0.01262825572217837,0.02360447375186556,0.01575335003813052,0
22,0.0008714118910108221,0.0003758068794765222,0.00015861047850273396,0.0014685831477408498,0.01262825572217837,0.023134955847432328,0.010415077895195558,0
23,0.0008714118910108221,0.00039791316650455294,0.00015929949013827882,0.0014685831477408498,0.01262825572217837,0.024410564085329132,0.014663906743653997,0
24,0.0008714118910108221,0.00042001945353258366,0.00015998850177383062,0.0014685831477408498,0.01262825572217837,0.022890178200461204,0.0153829393180085,0
25,0.0008714118910108221,0.0004421257405606144,0.00016067751340937547,0.0014685831477408498,0.01262825572217837,0.024410564085329132,0.015295783854450372,0
26,0.0008714118910108221,0.0004642320275886451,0.00016136652504492033,0.0014685831477408498,0.01262825572217837,0.022858065216377958,0.015034317463776016,0
27,0.0008714118910108221,0.0004863383146166758,0.00016205553668046518,0.0014685831477408498,0.01262825572217837,0.02436202120217903,0.015099684061444608,0
28,0.0008714118910108221,0.0005084446016447065,0.00016274454831601004,0.0014685831477408498,0.01262825572217837,0.0228410910297517,0.015143261793223665,0
29,0.0008714118910108221,0.0005305508886727373,0.00016343355995156184,0.0014685831477408498,0.01262825572217837,0.024361198441447674,0.012593964484148602,0
30,0.0008714118910108221,0.000552657175700768,0.0001641225715871067,0.0014685831477408498,0.01262825572217837,0.0236250174545892,0.014489595816537755,0
31,0.0008714118910108221,0.0005747634627287987,0.00016481158322265155,0.0014685831477408498,0.01262825572217837,0.024108927342428945,0.01420634055997385,0
32,0.0008714118910108221,0.0005968697497568294,0.0001655005948581964,0.0014685831477408498,0.01262825572217837,0.024072244872594895,0.013378363656171705,0
33,0.0008714118910108221,0.0006189760367848601,0.00016618960649374126,0.0014685831477408498,0.01262825572217837,0.02370561003191746,0.010763699749428042,0
34,0.0008714118910108221,0.0006410823238128908,0.00016687861812928612,0.0014685831477408498,0.01262825572217837,0.023460946305972005,0.011657043250898794,0
35,0.0008714118910108221,0.0006631886108409216,0.0001675676297648379,0.0014685831477408498,0.01262825572217837,0.023002035685581037,0.010981588408323355,0
36,0.0008714118910108221,0.0006852948978689523,0.00016825664140038277,0.0014685831477408498,0.01262825572217837,0.02278243451899815,0.015796927769909576,0
37,0.0008714118910108221,0.000707401184896983,0.00016894565303592762,0.0014685831477408498,0.01262825572217837,0.022777206822653554,0.013116897265497335,0
38,0.0008714118910108221,0.0007295074719250137,0.00016963466467147248,0.0014685831477408498,0.01262825572217837,0.023173144602143123,0.010327922431637437,0
39,0.0008714118910108221,0.0007516137589530444,0.00017032367630701734,0.0014685831477408498,0.01262825572217837,0.02335792400563023,0.012267131495805647,0
40,0.0008714118910108221,0.0007737200459810752,0.00017101268794256913,0.0014685831477408498,0.01262825572217837,0.023338114458172566,0.011482732323782545,0
41,0.0008714118910108221,0.0007958263330091059,0.000171701699578114,0.0014685831477408498,0.01262825572217837,0.023330102034125857,0.015317572720339907,0
42,0.0008714118910108221,0.0008179326200371366,0.00017239071121365884,0.0014685831477408498,0.01262825572217837,0.02327210373195739,0.01597123869702583,0
43,0.0008714118910108221,0.0008400389070651673,0.0001730797228492037,0.0014685831477408498,0.01262825572217837,0.023238788251729658,0.01542651704978757,0
44,0.0008714118910108221,0.000862145194093198,0.00017376873448474855,0.0014685831477408498,0.01262825572217837,0.02323329474099761,0.012659331081817195,0
45,0.0008714118910108221,0.0008842514811212288,0.00017445774612030035,0.0014685831477408498,0.01262825572217837,0.023224548161684924,0.016101971892363003,0
46,0.0008714118910108221,0.0009063577681492595,0.0001751467577558452,0.0014685831477408498,0.01262825572217837,0.023220383726907542,0.013116897265497335,0
47,0.0008714118910108221,0.0009284640551772902,0.00017583576939139006,0.0014685831477408498,0.01262825572217837,0.023219560966176184,0.015186839525002722,0
48,0.0008714118910108221,0.0009505703422053244,0.00017652478102693492,0.0014685831477408498,0.01262825572217837,0.023217105340757913,0.010872644078875698,0
49,0.0008714118910108221,0.0009726766292333551,0.00017721379266247977,0.0014685831477408498,0.01262825572217837,0.023215991450078802,0.013683407778625124,0
50,0.0008714118910108221,0.0009947829162613858,0.00017790280429803157,0.0014685831477408498,0.01262825572217837,0.023215991450078802,0.01424991829175292,0
51,0.0008714118910108221,0.0010168892032894165,0.00017859181593357643,0.0014685831477408498,0.01262825572217837,0.022813496900298675,0.01261575335003813,0
52,0.0008714118910108221,0.0010389954903174473,0.00017928082756912128,0.0014685831477408498,0.01262825572217837,0.02260224991883084,0.012485020154700953,0
53,0.0008714118910108221,0.001061101777345478,0.00017996983920466614,0.0014685831477408498,0.01262825572217837,0.022594845072248623,0.012179976032247526,0
54,0.0008714118910108221,0.0010832080643735087,0.000180658850840211,0.0014685831477408498,0.01262825572217837,0.022592338815709757,0.013269419326724048,0
55,0.0008714118910108221,0.0011053143514015394,0.0001813478624757628,0.0014685831477408498,0.01262825572217837,0.023269977212840357,0.011003377274212883,0
56,0.0008714118910108221,0.0011274206384295701,0.00018203687411130764,0.0014685831477408498,0.01262825572217837,0.023616675926249952,0.01710425972328141,0
57,0.0008714118910108221,0.0011495269254576009,0.0001827258857468525,0.0014685831477408498,0.01262825572217837,0.023616675926249952,0.015600827976903812,0
